agent_name	grounding	other_mapping	cui
AHR	('HGNC', '348')	{'UP': 'P35869', 'TEXT': 'AhR', 'HGNC': '348', 'MESH': 'C111235', 'EGID': '196'}	C0052441
ABCA4	('HGNC', '34')	{'UP': 'P78363', 'TEXT': 'ABCR', 'MESH': 'C056475', 'EGID': '24', 'HGNC': '34'}	C1412063
F2	('HGNC', '3535')	{'IP': 'IPR003966', 'UP': 'P00734', 'EGID': '2147', 'MESH': 'D011516', 'HGNC': '3535', 'TEXT': 'thrombin'}	C0040018
FABP6	('HGNC', '3561')	{'UP': 'P51161', 'TEXT': 'GT', 'HGNC': '3561', 'EGID': '2172'}	C1435727
FGF2	('HGNC', '3676')	{'UP': 'P09038', 'TEXT': 'basic fibroblast growth factor', 'EGID': '2247', 'MESH': 'D016222', 'HGNC': '3676'}	C3692257
FGF2	('HGNC', '3676')	{'UP': 'P09038', 'EGID': '2247', 'MESH': 'D016222', 'HGNC': '3676', 'TEXT': 'bFGF'}	C3692257
SYCE1L	('HGNC', '37236')	{'UP': 'A8MT33', 'TEXT': 'Mrp2', 'HGNC': '37236', 'EGID': '100130958'}	C1412077
FOXD3	('HGNC', '3804')	{'UP': 'Q9UJU5', 'TEXT': 'genesis', 'EGID': '27022', 'HGNC': '3804', 'MESH': 'C503514'}	C1414672
FOXM1	('HGNC', '3818')	{'UP': 'Q08050', 'TEXT': 'INS-1', 'MESH': 'C107585', 'EGID': '2305', 'HGNC': '3818'}	C1414685
FOXO1	('HGNC', '3819')	{'UP': 'Q12778', 'TEXT': 'Forkhead box protein O1', 'MESH': 'C085126', 'EGID': '2308', 'HGNC': '3819'}	C1333572
AKR1C2	('HGNC', '385')	{'UP': 'P52895', 'TEXT': 'DD', 'MESH': 'C435496', 'EGID': '1646', 'HGNC': '385'}	C3538867
MTOR	('HGNC', '3942')	{'UP': 'P42345', 'HGNC': '3942', 'EGID': '2475', 'MESH': 'C546842', 'TEXT': 'mTOR'}	C1307407
FRZB	('HGNC', '3959')	{'UP': 'Q92765', 'TEXT': 'fre-', 'HGNC': '3959', 'EGID': '2487'}	C1414819
FUT3	('HGNC', '4014')	{'UP': 'P21217', 'TEXT': 'LE', 'EGID': '2525', 'HGNC': '4014'}	C0023190
ACKR1	('HGNC', '4035')	{'UP': 'Q16570', 'TEXT': 'FY', 'HGNC': '4035', 'MESH': 'C473745', 'EGID': '2532'}	C0013278
GAD1	('HGNC', '4092')	{'UP': 'Q99259', 'TEXT': 'GAD', 'HGNC': '4092', 'EGID': '2571'}	C1414925
ABCB1	('HGNC', '40')	{'HGNC': '40', 'EGID': '5243', 'UP': 'P08183', 'MESH': 'C513055', 'TEXT': 'P-gp'}	C0242643
ABCB1	('HGNC', '40')	{'UP': 'P08183', 'TEXT': 'ABCB1', 'EGID': '5243', 'MESH': 'C513055', 'HGNC': '40'}	C0242643
ABCB1	('HGNC', '40')	{'UP': 'P08183', 'TEXT': 'MDR1', 'EGID': '5243', 'MESH': 'C513055', 'HGNC': '40'}	C0242643
ABCB1	('HGNC', '40')	{'UP': 'P08183', 'TEXT': 'MDR-1', 'EGID': '5243', 'MESH': 'C513055', 'HGNC': '40'}	C0242643
ABCB1	('HGNC', '40')	{'UP': 'P08183', 'TEXT': 'MDR1-', 'EGID': '5243', 'MESH': 'C513055', 'HGNC': '40'}	C0242643
PAGE3	('HGNC', '4110')	{'UP': 'Q5JUK9', 'TEXT': 'Page 3', 'EGID': '139793', 'HGNC': '4110'}	C1538568
GAL	('HGNC', '4114')	{'UP': 'P22466', 'TEXT': 'GalN', 'MESH': 'C056567', 'EGID': '51083', 'HGNC': '4114'}	C3665471
GAL	('HGNC', '4114')	{'UP': 'P22466', 'TEXT': 'gal', 'MESH': 'C056567', 'EGID': '51083', 'HGNC': '4114'}	C3665471
GAPDH	('HGNC', '4141')	{'UP': 'P04406', 'TEXT': 'Gapdh', 'HGNC': '4141', 'EGID': '2597', 'MESH': 'D005987'}	C1414968
GC	('HGNC', '4187')	{'UP': 'P02774', 'TEXT': 'GC', 'MESH': 'D014809', 'HGNC': '4187', 'EGID': '2638'}	C0536221
GCG	('HGNC', '4191')	{'UP': 'P01275', 'TEXT': 'GLP-1', 'HGNC': '4191', 'EGID': '2641', 'MESH': 'D005934'}	C0772088
GCG	('HGNC', '4191')	{'UP': 'P01275', 'TEXT': 'GLP-1-', 'HGNC': '4191', 'EGID': '2641', 'MESH': 'D005934'}	C0772088
GCG	('HGNC', '4191')	{'UP': 'P01275', 'TEXT': 'GCg', 'HGNC': '4191', 'EGID': '2641', 'MESH': 'D005934'}	C0772088
GCG	('HGNC', '4191')	{'UP': 'P01275', 'TEXT': 'GCG', 'HGNC': '4191', 'EGID': '2641', 'MESH': 'D005934'}	C0772088
GFAP	('HGNC', '4235')	{'UP': 'P14136', 'TEXT': 'GFAP', 'EGID': '2670', 'MESH': 'C000628670', 'HGNC': '4235'}	C0017626
GFAP	('HGNC', '4235')	{'UP': 'P14136', 'TEXT': 'glial fibrillary acidic protein', 'EGID': '2670', 'MESH': 'C000628670', 'HGNC': '4235'}	C0017626
GIP	('HGNC', '4270')	{'UP': 'P09681', 'TEXT': 'incretin hormone', 'HGNC': '4270', 'EGID': '2695'}	C1562292
GJA1	('HGNC', '4274')	{'UP': 'P17302', 'TEXT': 'Cx43', 'EGID': '2697', 'HGNC': '4274', 'MESH': 'C500216'}	C0110613
GJA8	('HGNC', '4281')	{'UP': 'P48165', 'TEXT': 'CAE', 'EGID': '2703', 'HGNC': '4281'}	C1415075
GLP1R	('HGNC', '4324')	{'UP': 'P43220', 'TEXT': 'GLP-1R', 'MESH': 'C000593833', 'EGID': '2740', 'HGNC': '4324'}	C1415105
GLRX	('HGNC', '4330')	{'UP': 'P35754', 'TEXT': 'Grx', 'HGNC': '4330', 'MESH': 'C516005', 'EGID': '2745'}	C1415111
ALOX15B	('HGNC', '434')	{'UP': 'O15296', 'TEXT': '15-LOX-2', 'EGID': '247', 'MESH': 'C458528', 'HGNC': '434'}	C1448313
GNAS	('HGNC', '4392')	{'UP': 'O95467', 'TEXT': 'GSP', 'HGNC': '4392', 'MESH': 'D000068256', 'EGID': '2778'}	C1706339
GPR3	('HGNC', '4484')	{'UP': 'P46089', 'TEXT': 'Acca', 'HGNC': '4484', 'EGID': '2827', 'MESH': 'C092794'}	C3541413
GPX1	('HGNC', '4553')	{'UP': 'P07203', 'TEXT': 'GPX1', 'EGID': '2876', 'HGNC': '4553'}	C1260386
GRIA2	('HGNC', '4572')	{'UP': 'P42262', 'TEXT': 'GluR2', 'HGNC': '4572', 'EGID': '2891'}	C1415288
GRIN1	('HGNC', '4584')	{'UP': 'Q05586', 'TEXT': 'NMDAR1', 'EGID': '2902', 'MESH': 'C485668', 'HGNC': '4584'}	C0530779
GSK3B	('HGNC', '4617')	{'UP': 'P49841', 'EGID': '2932', 'MESH': 'C000605506', 'HGNC': '4617', 'TEXT': 'GSK-3β'}	C1415321
GSTP1	('HGNC', '4638')	{'UP': 'P09211', 'TEXT': 'GSTP1-1', 'HGNC': '4638', 'MESH': 'C496556', 'EGID': '2950'}	C0017833
GTF2B	('HGNC', '4648')	{'UP': 'Q00403', 'TEXT': 'TF2B', 'MESH': 'D035581', 'EGID': '2959', 'HGNC': '4648'}	C1333718
GTF2E1	('HGNC', '4650')	{'UP': 'P29083', 'TEXT': 'Fe', 'EGID': '2960', 'HGNC': '4650'}	C3848561
GYPC	('HGNC', '4704')	{'UP': 'P04921', 'TEXT': 'Ge', 'EGID': '2995', 'HGNC': '4704', 'MESH': 'D006021'}	C3538705
GYPE	('HGNC', '4705')	{'UP': 'P15421', 'TEXT': 'GPE', 'EGID': '2996', 'HGNC': '4705'}	C4520812
HDAC1	('HGNC', '4852')	{'UP': 'Q13547', 'MESH': 'C110550', 'EGID': '3065', 'HGNC': '4852', 'TEXT': 'HDAC1'}	C2718309
CFH	('HGNC', '4883')	{'UP': 'P08603', 'TEXT': 'HF', 'HGNC': '4883', 'EGID': '3075'}	C1313497
HGS	('HGNC', '4897')	{'UP': 'O14964', 'TEXT': 'hrs', 'HGNC': '4897', 'EGID': '9146'}	C1568891
TRPA1	('HGNC', '497')	{'UP': 'O75762', 'TEXT': 'TRPA1', 'EGID': '8989', 'HGNC': '497', 'MESH': 'C473350'}	C1412407
HMOX1	('HGNC', '5013')	{'UP': 'P09601', 'HGNC': '5013', 'MESH': 'C496541', 'EGID': '3162', 'TEXT': 'HO-1'}	C0538674
HMOX1	('HGNC', '5013')	{'UP': 'P09601', 'TEXT': 'Ho', 'HGNC': '5013', 'MESH': 'C496541', 'EGID': '3162'}	C0538674
TLX2	('HGNC', '5057')	{'UP': 'O43763', 'TEXT': 'NCX', 'MESH': 'C491534', 'HGNC': '5057', 'EGID': '3196'}	C1415651
HR	('HGNC', '5172')	{'UP': 'O43593', 'TEXT': 'H/R-', 'EGID': '55806', 'MESH': 'C490267', 'HGNC': '5172'}	C0033727
HRAS	('HGNC', '5173')	{'UP': 'P01112', 'TEXT': 'H-RAS', 'HGNC': '5173', 'MESH': 'C501009', 'EGID': '3265'}	C1705572
ABCC1	('HGNC', '51')	{'TEXT': 'MRP1', 'HGNC': '51', 'EGID': '4363', 'UP': 'P33527'}	C0919458
ABCC1	('HGNC', '51')	{'UP': 'P33527', 'TEXT': 'multidrug resistance-associated protein-1', 'EGID': '4363', 'HGNC': '51'}	C0919458
ABCC1	('HGNC', '51')	{'UP': 'P33527', 'TEXT': 'MRP-', 'EGID': '4363', 'HGNC': '51'}	C0919458
ABCC1	('HGNC', '51')	{'TEXT': 'MRP', 'HGNC': '51', 'EGID': '4363', 'UP': 'P33527'}	C0919458
HSPA5	('HGNC', '5238')	{'UP': 'P11021', 'HGNC': '5238', 'EGID': '3309', 'TEXT': 'GRP78'}	C1415761
TNC	('HGNC', '5318')	{'UP': 'P24821', 'TEXT': 'JI', 'HGNC': '5318', 'EGID': '3371', 'MESH': 'C000629714'}	C0068613
ANXA1	('HGNC', '533')	{'UP': 'P04083', 'TEXT': 'Annexin-I', 'MESH': 'C000631986', 'HGNC': '533', 'EGID': '301'}	C0103403
ABCC2	('HGNC', '53')	{'TEXT': 'MRP2', 'HGNC': '53', 'UP': 'Q92887', 'EGID': '1244'}	C0525410
IFNG	('HGNC', '5438')	{'UP': 'P01579', 'TEXT': 'interferon-gamma', 'EGID': '3458', 'MESH': 'C573415', 'HGNC': '5438'}	C0021745
IFNG	('HGNC', '5438')	{'UP': 'P01579', 'EGID': '3458', 'MESH': 'C573415', 'HGNC': '5438', 'TEXT': 'IFN-γ'}	C0021745
IFNG	('HGNC', '5438')	{'UP': 'P01579', 'TEXT': 'IFN-g', 'EGID': '3458', 'MESH': 'C573415', 'HGNC': '5438'}	C0021745
IGF1	('HGNC', '5464')	{'UP': 'P05019', 'EGID': '3479', 'HGNC': '5464', 'MESH': 'C583557', 'TEXT': 'IGF-I'}	C0037657
IGF1	('HGNC', '5464')	{'UP': 'P05019', 'TEXT': 'IGF', 'EGID': '3479', 'HGNC': '5464', 'MESH': 'C583557'}	C0037657
IGF1	('HGNC', '5464')	{'UP': 'P05019', 'EGID': '3479', 'HGNC': '5464', 'MESH': 'C583557', 'TEXT': 'IGF-1'}	C0037657
IGF2	('HGNC', '5466')	{'UP': 'P01344', 'TEXT': 'IGF-II', 'EGID': '3481', 'MESH': 'C035170', 'HGNC': '5466'}	C0021666
AOC2	('HGNC', '549')	{'UP': 'O75106', 'TEXT': 'Rao', 'HGNC': '549', 'MESH': 'C105198', 'EGID': '314'}	C1412430
AP1S2	('HGNC', '560')	{'UP': 'P56377', 'TEXT': 'PGs', 'MESH': 'C516800', 'HGNC': '560', 'EGID': '8905'}	C0031619
APAF1	('HGNC', '576')	{'UP': 'O14727', 'MESH': 'C506592', 'HGNC': '576', 'EGID': '317', 'TEXT': 'Apaf-1'}	C1413133
BIRC5	('HGNC', '593')	{'UP': 'O15392', 'EGID': '332', 'MESH': 'C107489', 'HGNC': '593', 'TEXT': 'survivin'}	C3813110
BIRC5	('HGNC', '593')	{'UP': 'O15392', 'EGID': '332', 'MESH': 'C107489', 'HGNC': '593', 'TEXT': 'Survivin'}	C3813110
IL10	('HGNC', '5962')	{'UP': 'P22301', 'EGID': '3586', 'MESH': 'C508609', 'HGNC': '5962', 'TEXT': 'IL-10'}	C0085295
IL1B	('HGNC', '5992')	{'UP': 'P01584', 'EGID': '3553', 'MESH': 'C508585', 'HGNC': '5992', 'TEXT': 'IL-1β'}	C0021753
IL1B	('HGNC', '5992')	{'UP': 'P01584', 'TEXT': 'IL-1b', 'EGID': '3553', 'MESH': 'C508585', 'HGNC': '5992'}	C0021753
ABCC8	('HGNC', '59')	{'UP': 'Q09428', 'TEXT': 'SUR1', 'HGNC': '59', 'MESH': 'C577507', 'EGID': '6833'}	C0239849
ABCC8	('HGNC', '59')	{'UP': 'Q09428', 'TEXT': 'HI', 'HGNC': '59', 'MESH': 'C577507', 'EGID': '6833'}	C0239849
IL4	('HGNC', '6014')	{'UP': 'P05112', 'MESH': 'C508598', 'HGNC': '6014', 'EGID': '3565', 'TEXT': 'IL-4'}	C0021758
IL6	('HGNC', '6018')	{'UP': 'P05231', 'MESH': 'C508600', 'EGID': '3569', 'HGNC': '6018', 'TEXT': 'IL-6'}	C0021760
CXCL8	('HGNC', '6025')	{'UP': 'P10145', 'MESH': 'C508606', 'HGNC': '6025', 'EGID': '3576', 'TEXT': 'IL-8'}	C1698756
CXCL8	('HGNC', '6025')	{'UP': 'P10145', 'TEXT': 'NaF', 'MESH': 'C508606', 'HGNC': '6025', 'EGID': '3576'}	C1698756
INA	('HGNC', '6057')	{'UP': 'Q16352', 'TEXT': 'INa', 'HGNC': '6057', 'EGID': '9118'}	C1416431
IDO1	('HGNC', '6059')	{'UP': 'P14902', 'TEXT': 'INDO', 'HGNC': '6059', 'EGID': '3620'}	C2697654
INS	('HGNC', '6081')	{'UP': 'P01308', 'HGNC': '6081', 'EGID': '3630', 'MESH': 'D007328', 'TEXT': 'insulin'}	C0861352
INS	('HGNC', '6081')	{'UP': 'P01308', 'TEXT': 'insulin-', 'HGNC': '6081', 'EGID': '3630', 'MESH': 'D007328'}	C0861352
INS	('HGNC', '6081')	{'UP': 'P01308', 'HGNC': '6081', 'EGID': '3630', 'MESH': 'D007328', 'TEXT': 'Insulin'}	C0861352
INSR	('HGNC', '6091')	{'UP': 'P06213', 'HGNC': '6091', 'MESH': 'C435941', 'EGID': '3643', 'TEXT': 'IR'}	C1448132
INSR	('HGNC', '6091')	{'UP': 'P06213', 'TEXT': 'insulin  receptor', 'HGNC': '6091', 'MESH': 'C435941', 'EGID': '3643'}	C1448132
IRS1	('HGNC', '6125')	{'UP': 'P35568', 'TEXT': 'phospho-IRS-1', 'HGNC': '6125', 'MESH': 'C526292', 'EGID': '3667'}	C1334140
IRS1	('HGNC', '6125')	{'UP': 'P35568', 'HGNC': '6125', 'MESH': 'C526292', 'EGID': '3667', 'TEXT': 'IRS-1'}	C1334140
IRS2	('HGNC', '6126')	{'UP': 'Q9Y4H2', 'EGID': '8660', 'MESH': 'C526297', 'HGNC': '6126', 'TEXT': 'IRS-2'}	C1334191
KCNH1	('HGNC', '6250')	{'UP': 'O95259', 'TEXT': 'Kv10.1', 'MESH': 'C496884', 'HGNC': '6250', 'EGID': '3756'}	C1425436
KCNH2	('HGNC', '6251')	{'UP': 'Q12809', 'TEXT': 'hERG', 'MESH': 'C000606913', 'EGID': '3757', 'HGNC': '6251'}	C0439799
KCNH2	('HGNC', '6251')	{'UP': 'Q12809', 'TEXT': 'HERG', 'MESH': 'C000606913', 'EGID': '3757', 'HGNC': '6251'}	C0439799
KDR	('HGNC', '6307')	{'UP': 'P35968', 'TEXT': 'VEGF-R2', 'MESH': 'C000588866', 'EGID': '3791', 'HGNC': '6307'}	C0378796
AQP5	('HGNC', '638')	{'UP': 'P55064', 'TEXT': 'AQP5', 'MESH': 'C496036', 'EGID': '362', 'HGNC': '638'}	C1412495
KRAS	('HGNC', '6407')	{'UP': 'P01116', 'HGNC': '6407', 'EGID': '3845', 'MESH': 'C117307', 'TEXT': 'Kras'}	C0034678
AR	('HGNC', '644')	{'UP': 'P10275', 'MESH': 'C410798', 'HGNC': '644', 'EGID': '367', 'TEXT': 'AR'}	C1436327
LEP	('HGNC', '6553')	{'UP': 'P41159', 'HGNC': '6553', 'MESH': 'C000629008', 'EGID': '3952', 'TEXT': 'leptin'}	C0299583
LGALS1	('HGNC', '6561')	{'UP': 'P09382', 'TEXT': 'HPL', 'EGID': '3956', 'HGNC': '6561', 'MESH': 'C445499'}	C1416829
LIPE	('HGNC', '6621')	{'UP': 'Q05469', 'TEXT': 'HSL', 'HGNC': '6621', 'EGID': '3991'}	C1416868
LIPF	('HGNC', '6622')	{'UP': 'P07098', 'TEXT': 'GL', 'HGNC': '6622', 'EGID': '8513'}	C0018229
LOX	('HGNC', '6664')	{'UP': 'P28300', 'TEXT': 'LOX', 'HGNC': '6664', 'MESH': 'C000628777', 'EGID': '4015'}	C0024375
LPA	('HGNC', '6667')	{'UP': 'P08519', 'EGID': '4018', 'HGNC': '6667', 'MESH': 'D017270', 'TEXT': 'LPA'}	C4553379
LPO	('HGNC', '6678')	{'UP': 'P22079', 'TEXT': 'LPO', 'MESH': 'D007784', 'EGID': '4025', 'HGNC': '6678'}	C0023776
RHOB	('HGNC', '668')	{'UP': 'P62745', 'HGNC': '668', 'EGID': '388', 'MESH': 'C000632954', 'TEXT': 'RhoB'}	C0073186
BCAM	('HGNC', '6722')	{'UP': 'P50895', 'TEXT': 'Lu', 'MESH': 'C090228', 'EGID': '4059', 'HGNC': '6722'}	C0024171
MAFF	('HGNC', '6780')	{'UP': 'Q9ULX9', 'TEXT': 'MAFF', 'MESH': 'C484147', 'HGNC': '6780', 'EGID': '23764'}	C1416967
MAP2K1	('HGNC', '6840')	{'UP': 'Q02750', 'EGID': '5604', 'MESH': 'C482125', 'HGNC': '6840', 'TEXT': 'MEK1'}	C0169101
MAPT	('HGNC', '6893')	{'UP': 'P10636', 'TEXT': 'Tau', 'EGID': '4137', 'MESH': 'C054369', 'HGNC': '6893'}	C1454489
MB	('HGNC', '6915')	{'UP': 'P02144', 'TEXT': 'MB', 'MESH': 'D009211', 'HGNC': '6915', 'EGID': '4151'}	C0024853
MIA	('HGNC', '7076')	{'UP': 'Q16674', 'TEXT': 'mia', 'MESH': 'C090059', 'EGID': '8190', 'HGNC': '7076'}	C1417154
MME	('HGNC', '7154')	{'UP': 'P08473', 'TEXT': 'MMe', 'HGNC': '7154', 'MESH': 'D015260', 'EGID': '4311'}	C3887624
MMP14	('HGNC', '7160')	{'UP': 'P50281', 'TEXT': 'MT1-MMP', 'HGNC': '7160', 'MESH': 'C507086', 'EGID': '4323'}	C0671550
MMP2	('HGNC', '7166')	{'UP': 'P08253', 'TEXT': 'MMP2', 'MESH': 'C522361', 'EGID': '4313', 'HGNC': '7166'}	C0172537
MMP9	('HGNC', '7176')	{'UP': 'P14780', 'HGNC': '7176', 'MESH': 'C579270', 'EGID': '4318', 'TEXT': 'MMP-9'}	C0165519
CD200	('HGNC', '7203')	{'UP': 'P41217', 'TEXT': 'MRC', 'EGID': '4345', 'HGNC': '7203'}	C1540289
MPZ	('HGNC', '7225')	{'UP': 'P25189', 'TEXT': 'MPP', 'MESH': 'C560547', 'EGID': '4359', 'HGNC': '7225'}	C0000098
MT-CO1	('HGNC', '7419')	{'UP': 'P00395', 'TEXT': 'Cox-1', 'EGID': '4512', 'HGNC': '7419'}	C1565830
MT-CO2	('HGNC', '7421')	{'UP': 'P00403', 'TEXT': 'CO2', 'HGNC': '7421', 'EGID': '4513'}	C1565860
ASGR1	('HGNC', '742')	{'UP': 'P07306', 'TEXT': 'HL1', 'EGID': '432', 'HGNC': '742', 'MESH': 'C546927'}	C1414101
MTR	('HGNC', '7468')	{'UP': 'Q99707', 'TEXT': 'ms', 'MESH': 'C585801', 'EGID': '4548', 'HGNC': '7468'}	C3713294
ABCG2	('HGNC', '74')	{'UP': 'Q9UNQ0', 'TEXT': 'ABCG2', 'MESH': 'C116614', 'HGNC': '74', 'EGID': '9429'}	C1704927
ABCG2	('HGNC', '74')	{'UP': 'Q9UNQ0', 'TEXT': 'BCRP', 'MESH': 'C116614', 'HGNC': '74', 'EGID': '9429'}	C1704927
ABCG2	('HGNC', '74')	{'UP': 'Q9UNQ0', 'TEXT': 'breast cancer resistance protein', 'MESH': 'C116614', 'HGNC': '74', 'EGID': '9429'}	C1704927
ABCG2	('HGNC', '74')	{'UP': 'Q9UNQ0', 'TEXT': 'Breast cancer resistance protein', 'MESH': 'C116614', 'HGNC': '74', 'EGID': '9429'}	C1704927
ABCG2	('HGNC', '74')	{'UP': 'Q9UNQ0', 'TEXT': 'BCRP-', 'MESH': 'C116614', 'HGNC': '74', 'EGID': '9429'}	C1704927
MUC7	('HGNC', '7518')	{'UP': 'Q8TAX7', 'TEXT': 'Mg2', 'HGNC': '7518', 'MESH': 'C083238', 'EGID': '4589'}	C1417500
MYC	('HGNC', '7553')	{'UP': 'P01106', 'HGNC': '7553', 'MESH': 'C489427', 'EGID': '4609', 'TEXT': 'c-myc'}	C0086661
MYD88	('HGNC', '7562')	{'UP': 'Q99836', 'TEXT': 'MyD88', 'EGID': '4615', 'HGNC': '7562', 'MESH': 'C507779'}	C1417530
NBN	('HGNC', '7652')	{'UP': 'O60934', 'TEXT': 'NBS', 'MESH': 'C112156', 'EGID': '4683', 'HGNC': '7652'}	C1145759
NDUFB6	('HGNC', '7701')	{'UP': 'O95139', 'TEXT': 'CI', 'EGID': '4712', 'HGNC': '7701', 'MESH': 'C527690'}	C0008107
NDUFS8	('HGNC', '7715')	{'UP': 'O00217', 'TEXT': 'NDUFS8', 'MESH': 'C113982', 'EGID': '4728', 'HGNC': '7715'}	C1417651
NFE2L2	('HGNC', '7782')	{'UP': 'Q16236', 'HGNC': '7782', 'EGID': '4780', 'MESH': 'C495635', 'TEXT': 'Nrf2'}	C0118522
NFKB2	('HGNC', '7795')	{'UP': 'Q00653', 'TEXT': 'P100', 'MESH': 'C498206', 'HGNC': '7795', 'EGID': '4791'}	C0257766
NGF	('HGNC', '7808')	{'UP': 'P01138', 'TEXT': 'nerve growth factor', 'HGNC': '7808', 'MESH': 'C502240', 'EGID': '4803'}	C1571151
NOS1	('HGNC', '7872')	{'UP': 'P29475', 'TEXT': 'nNOS', 'MESH': 'C496320', 'EGID': '4842', 'HGNC': '7872'}	C0907533
NOS2	('HGNC', '7873')	{'UP': 'P35228', 'EGID': '4843', 'MESH': 'C496319', 'HGNC': '7873', 'TEXT': 'iNOS'}	C0669372
NOS3	('HGNC', '7876')	{'UP': 'P29474', 'HGNC': '7876', 'MESH': 'C496314', 'EGID': '4846', 'TEXT': 'eNOS'}	C0669365
ATF6	('HGNC', '791')	{'UP': 'P18850', 'TEXT': 'ATF6', 'HGNC': '791', 'MESH': 'C497111', 'EGID': '22926'}	C1530963
NPPB	('HGNC', '7940')	{'UP': 'P16860', 'TEXT': 'NPPB', 'EGID': '4879', 'HGNC': '7940'}	C0049330
NR1H4	('HGNC', '7967')	{'UP': 'Q96RI1', 'TEXT': 'FXR', 'HGNC': '7967', 'EGID': '9971'}	C1417825
NR1I2	('HGNC', '7968')	{'UP': 'O75469', 'TEXT': 'PXR', 'HGNC': '7968', 'MESH': 'C000625852', 'EGID': '8856'}	C1417826
NR1I3	('HGNC', '7969')	{'TEXT': 'CAR', 'HGNC': '7969', 'EGID': '9970', 'UP': 'Q14994'}	C4039583
NTSR1	('HGNC', '8039')	{'UP': 'P30989', 'TEXT': 'NTR', 'HGNC': '8039', 'EGID': '4923'}	C1417870
OAT	('HGNC', '8091')	{'UP': 'P04181', 'TEXT': 'OAT', 'HGNC': '8091', 'MESH': 'C000629224', 'EGID': '4942'}	C0331496
ODC1	('HGNC', '8109')	{'UP': 'P11926', 'TEXT': 'Ornithine decarboxylase', 'HGNC': '8109', 'EGID': '4953', 'MESH': 'D009955'}	C0029282
ATP2A2	('HGNC', '812')	{'UP': 'P16615', 'TEXT': 'SERCA2', 'HGNC': '812', 'EGID': '488', 'MESH': 'C506946'}	C0022595
ATP2A2	('HGNC', '812')	{'UP': 'P16615', 'TEXT': 'Dar', 'HGNC': '812', 'EGID': '488', 'MESH': 'C506946'}	C0022595
ABR	('HGNC', '81')	{'UP': 'Q12979', 'TEXT': 'ABR', 'HGNC': '81', 'MESH': 'C082659', 'EGID': '29'}	C1412101
ATP5MC1	('HGNC', '841')	{'UP': 'P05496', 'TEXT': 'ATP5G1', 'HGNC': '841', 'EGID': '516'}	C1412662
PAEP	('HGNC', '8573')	{'UP': 'P09466', 'TEXT': 'PEG', 'HGNC': '8573', 'MESH': 'C045246', 'EGID': '5047'}	C4282033
PAH	('HGNC', '8582')	{'UP': 'P00439', 'TEXT': 'PAH', 'HGNC': '8582', 'MESH': 'D010651', 'EGID': '5053'}	C0030123
PC	('HGNC', '8636')	{'UP': 'P11498', 'TEXT': 'PCB', 'MESH': 'D011766', 'HGNC': '8636', 'EGID': '5091'}	C0033223
PCK2	('HGNC', '8725')	{'UP': 'Q16822', 'TEXT': 'PEPCK', 'HGNC': '8725', 'MESH': 'C000597251', 'EGID': '5106'}	C0031644
PCSK1	('HGNC', '8743')	{'TEXT': 'PC1', 'HGNC': '8743', 'MESH': 'C587576', 'UP': 'P29120', 'EGID': '5122'}	C3890720
PGP	('HGNC', '8909')	{'UP': 'A6NDG6', 'TEXT': 'Pgp', 'EGID': '283871', 'HGNC': '8909'}	C0082731
PGP	('HGNC', '8909')	{'UP': 'A6NDG6', 'TEXT': 'p-gp', 'EGID': '283871', 'HGNC': '8909'}	C0082731
PGP	('HGNC', '8909')	{'UP': 'A6NDG6', 'TEXT': 'P-gp-', 'EGID': '283871', 'HGNC': '8909'}	C0082731
PHB	('HGNC', '8912')	{'UP': 'P35232', 'TEXT': 'Phb', 'EGID': '5245', 'HGNC': '8912'}	C0084178
SERPINA1	('HGNC', '8941')	{'UP': 'P01009', 'TEXT': 'Pi', 'MESH': 'C043392', 'EGID': '5265', 'HGNC': '8941'}	C0429863
PI3	('HGNC', '8947')	{'UP': 'P19957', 'TEXT': 'PI-3', 'EGID': '5266', 'HGNC': '8947', 'MESH': 'C506806'}	C0142580
SERPINB6	('HGNC', '8950')	{'TEXT': 'CAP', 'HGNC': '8950', 'UP': 'P35237', 'EGID': '5269'}	C4522312
PLCG2	('HGNC', '9066')	{'UP': 'P16885', 'TEXT': 'PLCg2', 'HGNC': '9066', 'EGID': '5336'}	C1335226
PLN	('HGNC', '9080')	{'UP': 'P26678', 'HGNC': '9080', 'EGID': '5350', 'TEXT': 'PLB'}	C0070876
PLN	('HGNC', '9080')	{'UP': 'P26678', 'TEXT': 'phospholamban', 'HGNC': '9080', 'EGID': '5350'}	C0070876
PMAIP1	('HGNC', '9108')	{'UP': 'Q13794', 'TEXT': 'NOXA', 'HGNC': '9108', 'EGID': '5366', 'MESH': 'C498702'}	C1321914
PODXL	('HGNC', '9171')	{'UP': 'O00592', 'TEXT': 'PC', 'HGNC': '9171', 'EGID': '5420'}	C0031995
POU5F1	('HGNC', '9221')	{'UP': 'Q01860', 'TEXT': 'Oct4', 'EGID': '5460', 'MESH': 'C494173', 'HGNC': '9221'}	C0069304
B3GAT2	('HGNC', '922')	{'UP': 'Q9NPZ5', 'TEXT': 'UGTs', 'HGNC': '922', 'MESH': 'C475472', 'EGID': '135152'}	C1420188
PPARA	('HGNC', '9232')	{'UP': 'Q07869', 'TEXT': 'PPAR-alpha', 'EGID': '5465', 'HGNC': '9232', 'MESH': 'C000634429'}	C0166415
